"authorMeta/avatar","authorMeta/digg","authorMeta/fans","authorMeta/following","authorMeta/heart","authorMeta/id","authorMeta/name","authorMeta/nickName","authorMeta/signature","authorMeta/verified","authorMeta/video","commentCount","createTime","diggCount","downloaded","hashtags/0/cover","hashtags/0/id","hashtags/0/name","hashtags/0/title","hashtags/1/cover","hashtags/1/id","hashtags/1/name","hashtags/1/title","hashtags/2/cover","hashtags/2/id","hashtags/2/name","hashtags/2/title","hashtags/3/cover","hashtags/3/id","hashtags/3/name","hashtags/3/title","hashtags/4/cover","hashtags/4/id","hashtags/4/name","hashtags/4/title","hashtags/5/cover","hashtags/5/id","hashtags/5/name","hashtags/5/title","hashtags/6/cover","hashtags/6/id","hashtags/6/name","hashtags/6/title","hashtags/7/cover","hashtags/7/id","hashtags/7/name","hashtags/7/title","hashtags/8/cover","hashtags/8/id","hashtags/8/name","hashtags/8/title","hashtags/9/cover","hashtags/9/id","hashtags/9/name","hashtags/9/title","hashtags/10/cover","hashtags/10/id","hashtags/10/name","hashtags/10/title","hashtags/11/cover","hashtags/11/id","hashtags/11/name","hashtags/11/title","hashtags/12/cover","hashtags/12/id","hashtags/12/name","hashtags/12/title","hashtags/13/cover","hashtags/13/id","hashtags/13/name","hashtags/13/title","hashtags/14/cover","hashtags/14/id","hashtags/14/name","hashtags/14/title","hashtags/15/cover","hashtags/15/id","hashtags/15/name","hashtags/15/title","hashtags/16/cover","hashtags/16/id","hashtags/16/name","hashtags/16/title","hashtags/17/cover","hashtags/17/id","hashtags/17/name","hashtags/17/title","id","mediaUrls/0","mentions/0","musicMeta/musicAlbum","musicMeta/musicAuthor","musicMeta/musicName","musicMeta/musicOriginal","musicMeta/playUrl","playCount","searchHashtag/name","searchHashtag/views","shareCount","text","videoMeta/duration","videoMeta/height","videoMeta/width","webVideoUrl"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/7ad8024847ca82f949885d0d308716bb.jpeg?x-expires=1648836000&x-signature=jXGYV5es5h%2F1E282YrnaeianbBc%3D","2858","1400000","46","19900000","6645259936459177990","dr.rami_awwad","Dr. Rami Awwad 🇷🇺🇵🇸🇺🇦","👨‍⚕️Veterinary Doctor💉
🐕🐈
⬆️للأسئلة صفحتي على انستجرام
ask me on Instagram⬆️","false","686","2276","1610208815","5900000","false","","15365","vet","","","15551","doctor","","","44895","trend","","","361084","for_you","","","229207","fyp","","","423346","ramallah","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","385045","palestine","","","33019","explore","Show us how you #Explore the world","","42164","foryou","","","41104849","اكسبلور","","","48471","follow_me","",,,,,,,,,,,,,,,,,,,,,,,,,"6915794190068681986","https://v16-webapp.tiktok.com/c36ef108fc5477dc4e98456a74169054/624643a4/video/tos/alisg/tos-alisg-pve-0037c001/afc734c47cd64de7baaf10ec39ef1317/?a=1988&br=2072&bt=1036&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amo4N3I1ZzV3eTMzNzczM0ApOjdmOGdoO2VmNzw0OGZlZmcta2Rzb2toYHBfLS0wMTRzc2JeNF9jMTUuXjA1NjAtMzY6Yw%3D%3D&vl=&vr=","@ramiawwad7","","Dr. Rami Awwad 🇷🇺🇵🇸🇺🇦","original sound","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6915794147282619138.mp3","102800000","russia","58.2B","530000","#vet #doctor #trend #for_you #fyp #ramallah #russia #palestine #explore #foryou #اكسبلور #follow_me @ramiawwad7","13","960","540","https://www.tiktok.com/@dr.rami_awwad/video/6915794190068681986"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4518b6e9672e8be1dd502e4f37c431bf~c5_720x720.jpeg?x-expires=1648836000&x-signature=KRTsoPDC0jm91Xt06YZPPWSB%2B0s%3D","230","132100","29","5500000","6861826177763853317","soofiaxo","Sofia Doroshenko","✨✨
just for fun","false","27","0","1599674187","5500000","false","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","868067","putin","","","141707","moscow","","","9841","america","","","8931","pet","","","42164","foryou","","","1598498371111942","foryourpage","","","229207","fyp","","","5424","funny","Oh, we have to laugh...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6870548292543991042","https://v16-webapp.tiktok.com/ed15ffea30df89d0908390602f188ac5/624643a2/video/tos/alisg/tos-alisg-pve-0037/c9f8b1eec59a4a1988395ca40afc9272/?a=1988&br=1132&bt=566&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzx4dDVleGprdzMzZzczM0ApNDYzNmg7Zjw1N2g4Omk8OGc0X29vLW1kYmBfLS0zMTRzcy5eMTUwLzY1YF81YDMuXzQ6Yw%3D%3D&vl=&vr=",,"","❦","Originalton","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1635971479200805.mp3","37600000","russia","58.2B","272800","#russia #putin #moscow #america #pet #foryou #foryourpage #fyp #funny","9","1024","576","https://www.tiktok.com/@soofiaxo/video/6870548292543991042"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/e1c14a1495357199c28267b9ea6a6cb2.jpeg?x-expires=1648836000&x-signature=01z1GHOuQF4%2B29rzIB7UUqMKnKA%3D","3586","499300","32","8500000","7042763134586602497","putinxo","ПУТИНХО","","false","32","87500","1639816125","5400000","false","","868067","putin","","","83063406","путин","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","80111059","russianpresident","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7042956624331377921","https://v16-webapp.tiktok.com/f5ffa3d96d8b863e6ca4f5bd8a280ca1/624643a2/video/tos/alisg/tos-alisg-pve-0037c001/0cbcdc5704a64aef82935b959710949e/?a=1988&br=1160&bt=580&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3k6czs6ZmhzOTMzODczNEApMztlOzM3N2Q5NzZmODc5NGdoZi9pcjQwa3JgLS1kMS1zczVjXzY2L182LV82L14uMS06Yw%3D%3D&vl=&vr=",,"","ПУТИНХО","оригинальный звук","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7042956594489248514.mp3","92200000","russia","58.2B","110300","#putin #путин #russia #russianpresident","10","720","576","https://www.tiktok.com/@putinxo/video/7042956624331377921"
"https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/1653101316574214~c5_720x720.jpeg?x-expires=1648836000&x-signature=Ov65UUBvuzCe0SGDwYSkhRaq%2BUo%3D","15000","73200","389","5000000","6771098212071506949","cameronxprice","cameronxprice","My TikToks don’t represent the U.S. army","false","32","57900","1643299988","4900000","false","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7057919698947804463","https://v16-webapp.tiktok.com/603e89ba498f9c41512fb0f6bcd5637e/624643a2/video/tos/maliva/tos-maliva-ve-0068c799-us/f78e4bccd17146989772c090f4445373/?a=1988&br=4326&bt=2163&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2czcmc6ZjlrOzMzZzgzNEApOjZnaTU7NjtmN2lnNTNoZGc0XjRncjQwLWpgLS1kLy9zc2E1MjIuNmNfNTMwMi0zM2M6Yw%3D%3D&vl=&vr=",,"Finally Rich","Chief Keef","Love Sosa","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/7214a303923c4e4ca14161566682905e","21900000","russia","58.2B","125900","#russia","11","1024","576","https://www.tiktok.com/@cameronxprice/video/7057919698947804463"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/1f32153d00f1d734ad808b092114c133.jpeg?x-expires=1648836000&x-signature=abT9UM90CP7%2Fzr0ViCvpAfG1KD4%3D","1111","776100","21","5100000","6724430295724868614","tagme.am","TagMe","💳Your very own digital card
😎Make amazing impression
For orders insta⤴️ or ⤵️","false","21","27600","1623765062","4900000","false","","395019","tagme","","","5655","new","","","198977","visit","","","10706","card","","","17031","armenia","","","17032","yerevan","","","141707","moscow","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","1782097","rek","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6974017826692533506","https://v16-webapp.tiktok.com/762337a48f7b613b5d48360c29176f45/624643a3/video/tos/alisg/tos-alisg-pve-0037c001/115cd9059bdc4789a3d60d26626f9ff6/?a=1988&br=4854&bt=2427&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3B2a3A8ZGllNjMzODczNEApNWg7OzhmZ2QzNzhmaWhoOmdyZ2NzNDJxLTFgLS1kMS1zc2AvYl4vNjVeLmIvNDVfYGI6Yw%3D%3D&vl=&vr=",,"Astronaut In The Ocean","Masked Wolf","Astronaut In The Ocean","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/3a3979f3280f4ea5b695e42b14e609f1","129700000","russia","58.2B","171600","#tagme #new #visit #card #armenia #yerevan #moscow #russia #rek","11","960","540","https://www.tiktok.com/@tagme.am/video/6974017826692533506"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/93a0f409a6c8058679c2cfa19fbf2a4d~c5_720x720.jpeg?x-expires=1648836000&x-signature=21jEymdo8lhzZoiPaCZGJLSVur4%3D","25700","6500000","2154","302700000","6804223152480306181","eduard_martirosyan","Eduard","ALL SOCIALS ON IG ⤴️
📧 : eduard@famepick.com","false","2610","24400","1606355256","4400000","false","","868067","putin","","","5873","china","🇨🇳🇨🇳🇨🇳中国的童鞋们，记得在视频下标注#China 或者#中国，让全球的小伙伴都能发现你们哦🤗","","27915","president","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6899243150750141702","https://v16-webapp.tiktok.com/5b25e530a38439513a52d3d16b98e6b8/624643a2/video/tos/useast2a/tos-useast2a-pve-0068/2c26ea666e0f4f26b0aac7fc15e81602/?a=1988&br=1592&bt=796&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7ThwX9zDXq&l=2022033118131101019103203918598729&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=andraHd2M2VqeDMzaDczM0ApaDY6ODg8Ozw4N2k6NDk6PGdqLjU2ZmIyZnNfLS00MTZzc2FjNV4vYDJiNS0zXjNeXmA6Yw%3D%3D&vl=&vr=",,"","Eduard","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6899243108056304389.mp3","48700000","russia","58.2B","10300","I thought it was Putin 🥴 #putin #china #president #russia","10","540","608","https://www.tiktok.com/@eduard_martirosyan/video/6899243150750141702"
"https://p16-sign-sg.tiktokcdn.com/aweme/720x720/tos-alisg-avt-0068/d768c621824a622f2508106d42f9cc93.jpeg?x-expires=1648836000&x-signature=J1IULJWfjKKZyCITM3%2Br2tKuqG4%3D","12500","4100000","38","138000000","182355675694419968","regsem","RegSem","та самая девочка с веером 🩰

inst - regseem
✉️ regseem@wildjam.ru","true","1094","130000","1556368712","4400000","false","","49711363","рекомендации","","","1592727239489541","рекоментация","","https://p16-amd-va.tiktokcdn.com/obj/musically-maliva-obj/9573915c8213077dc7465f7dac0ea78b","9265","slowmotion","have you ever tried to dance in #slowmotion ? you can do it now with our new TikTok slowmotion dance challenge","","5629","slowmo","","","4291788","дуэт","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6684552719530724614","https://v16-webapp.tiktok.com/94f625cb723307e46c2807cc02af0319/624643a9/video/tos/useast2a/tos-useast2a-ve-0068/7ca101940d3741debb22fe18d6d95962/?a=1988&br=2720&bt=1360&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thha9zDXq&l=202203311813220101890770221955FBF2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=MzNzZjY8Omk3bTMzMzczM0ApOmZlPDczOTs7NzxlM2U4aGdkM2o1LXFtbi9fLS0wMTZzczEwNC01Ly1iYzJhL2E0YS06Yw%3D%3D&vl=&vr=",,"basically.rano","ran(o)","My aUdiO bEcAmE FaMoUs","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/1614691666253830","39400000","russia","58.2B","259300","Когда увидела b-boy🔥（снимайте дуэты)#рекомендации #рекоментация #slowmotion #slowmo #дуэт #russia","7","960","540","https://www.tiktok.com/@regsem/video/6684552719530724614"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/18c1b25d68bfeca93657ae1bbb3fbe80~c5_720x720.jpeg?x-expires=1648836000&x-signature=JeXEpyNWxg8TOoAP%2BhJRvVzQo%2BU%3D","14700","3800000","982","126800000","133806228274552832","resanu","🔥 Resanu 🔥","I'm following back everybody on IG ⬆️
resanu2@gmail.com 📩","true","1224","48600","1585657013","4200000","false","","42164","foryou","","","20884","viral","","","229207","fyp","","","153828","fy","","","45566","romania","","","46356","germany","","","10094","italy","🇮🇹 Bella Italia 🇮🇹","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","50321361","рек","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6810345008873442565","https://v16-webapp.tiktok.com/dd3b042a529fd03593a8ec38919edf81/624643b1/video/tos/useast2a/tos-useast2a-ve-0068c003/5a0b04d145a04a2399804f844e2b4d1d/?a=1988&br=1878&bt=939&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thha9zDXq&l=202203311813220101890770221955FBF2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=Mzdxb2h4O25tdDMzODczM0ApZWY2OzpoNjw2NzVlNWc7NWdsZmpfLzFfNS5fLS0yMTZzcy1jYzAxL2BeXzNeYjEvLzY6Yw%3D%3D&vl=&vr=",,"","Mei là KMei","nhạc nền - ✨𝓢𝓪𝓶𝓒𝓪𝓷𝓭𝔂🥀","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/6862961633988201218.mp3","33900000","russia","58.2B","61100","Like & Share for Part 2 👽🧿❤️ #foryou #viral #fyp #fy #romania #germany #italy #russia #рек","15","960","540","https://www.tiktok.com/@resanu/video/6810345008873442565"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f1f28483d4d3acfc0855daa4f63b49d~c5_720x720.jpeg?x-expires=1648836000&x-signature=2EiERzOaI0z1e2GeapmA3QJEtlI%3D","80","204900","0","4500000","7000354091813979141","nato.1234","🔥🔥","","false","7","141200","1644689661","4200000","false","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","80013775","russiavsukraine","","","1713","war","","","2085220","ww3","","","20884","viral","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7063888303069646085","https://v16-webapp.tiktok.com/81583e6cebe78ea5e5830ddc523fce66/624643f3/video/tos/useast2a/tos-useast2a-ve-0068c003/5f2022acf43248418885eef03ad31a21/?a=1988&br=1536&bt=768&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thha9zDXq&l=202203311813220101890770221955FBF2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2lzaDU6Zjh5OzMzNzczM0ApZTo6ZjszNGVoNzg7NTM5OGc1ajQtcjQwYzBgLS1kMTZzczQzXjEvXl8uLTBeM2NfXl86Yw%3D%3D&vl=&vr=",,"","🔥🔥","origineel geluid","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7063888307909856005.mp3","43500000","russia","58.2B","139700","#russia #ukraine #russiavsukraine #war #ww3 #viral","81","1024","576","https://www.tiktok.com/@nato.1234/video/7063888303069646085"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/71b86c8912f4ee1d063be1097fcc330d~c5_720x720.jpeg?x-expires=1648836000&x-signature=Y9G0f2jD%2BvQ%2FIUB2AFYOzG4wSDU%3D","16700","87800","39","4700000","6757713690513130501","kittenzylka","Katie Zylka","i luv golf and the beach !! 😇
south florida // 18 🇷🇺 🇺🇦","false","14","73600","1645711184","4100000","false","","229207","fyp","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068275707956186415","https://v16-webapp.tiktok.com/ab94016040b6cee01f24a152324b09bb/624643b1/video/tos/maliva/tos-maliva-ve-0068c799-us/5458746cffb04f6db2491b3d9deb4442/?a=1988&br=1872&bt=936&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thha9zDXq&l=202203311813220101890770221955FBF2&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amQ0eGk6ZjRyOzMzZzczNEApaTlkO2U5aWQ4N2UzZWYzNGcubmBqcjRncV9gLS1kMS9zc2AvLS1jLl9jYy4tLzYtX2M6Yw%3D%3D&vl=&vr=",,"","user5157602947919","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/6994942041696258821.mp3","16100000","russia","58.2B","47000","When the tears came out I lost it #fyp #ukraine #russia","15","1024","576","https://www.tiktok.com/@kittenzylka/video/7068275707956186415"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/171445be0311e93bbdcb43bc980f36fe~c5_720x720.jpeg?x-expires=1648836000&x-signature=QZc1KI4ymco%2FAyyPbctJPC0shOU%3D","273600","261300","151","19900000","54803654637019136","martavasyuta","Marta  Vasyuta","🇺🇦🇬🇧
I show real footages of real people
Donate to journalists in Ukraine⬇️","false","110","136500","1645758425","9400000","false","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068478605428346117","https://v16-webapp.tiktok.com/42ae6f61305243e141b955c96546b50e/624643b2/video/tos/useast2a/tos-useast2a-ve-0068c004/0f07dba26a6c430f88186242facef73b/?a=1988&br=1706&bt=853&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thja9zDXq&l=202203311813230102230750320F570E48&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M2l1OWQ6Znc3OzMzNzczM0ApZmY7NzU3Ozs7N2k7aDM8aGdoYS5xcjRvX2BgLS1kMTZzc2BgXi8xMC0xMV5fYjQ2XjU6Yw%3D%3D&vl=&vr=",,"","chuuyas gf","bringing the era back yall","true","https://sf16-ies-music-sg.tiktokcdn.com/obj/tiktok-obj/7006740677333715713.mp3","51000000","ukraine","34.3B","207800","🙏🏽🇺🇦 #Ukraine  Spread awareness!","14","1024","576","https://www.tiktok.com/@martavasyuta/video/7068478605428346117"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/5b4a4660bffdaec028949eae2b8e032f~c5_720x720.jpeg?x-expires=1648836000&x-signature=DPE67z3tMcZrQzcJFGpWiS60V0E%3D","11200","91700","163","8400000","7004171213342262278","polakniko","🇵🇱 Niko 🇵🇱","Thanks for 
90k! 
🇵🇱❤️🇺🇦
Idk what to post anymore 🙃","false","179","203500","1644945568","8000000","false","","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7064987416897146117","https://v16-webapp.tiktok.com/161e921ada318a8c68c3f7303cfb69c9/624643cd/video/tos/useast2a/tos-useast2a-ve-0068c002/646e8874701a4cac91f480572608c402/?a=1988&br=2316&bt=1158&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thja9zDXq&l=202203311813230102230750320F570E48&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=M3hlOjU6ZmR4OzMzNzczM0ApODVnZmhkM2RnNzQ2Nzw4NmctZDRqcjQwLTJgLS1kMTZzc2E1NV8wNWMvMzZhMTVjLTU6Yw%3D%3D&vl=&vr=",,"","🇵🇱 Niko 🇵🇱","All Alone","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7064987402146056965.mp3","52400000","ukraine","34.3B","146800","#fyp #russia #ukraine","41","1032","576","https://www.tiktok.com/@polakniko/video/7064987416897146117"
"https://p16-sign-va.tiktokcdn.com/tos-useast2a-avt-0068-giso/f43350891cc44d8a561a9db46f475600~c5_720x720.jpeg?x-expires=1648836000&x-signature=TEWh9TNqTqEPJ9L0yoJtSDud3JU%3D","5247","107700","69","14300000","6775741132745720834","cheddygrace","Cheddy Grace","Analyst/Part-Time Blogger
whatever it is
Batang 90s","false","756","23200","1645763906","7500000","false","","229207","fyp","","","68530924","globalnews","","","451042","ukraine","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068502149226925339","https://v16-webapp.tiktok.com/205308d6103aedf9ff5e938b6b3286d8/624643b5/video/tos/useast2a/tos-useast2a-pve-0037-aiso/4e3aaf311a6f487ca1719fe033643803/?a=1988&br=1104&bt=552&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thja9zDXq&l=202203311813230102230750320F570E48&lr=tiktok&mime_type=video_mp4&net=0&pl=0&qs=0&rc=ang1Ozg6ZmY4OzMzZjgzM0ApNDc5aWY6aGQ2N2ZnOTdkPGdqbGJvcjRvbGBgLS1kL2NzczBeMDQ1NV9jNTBiNGI1YDE6Yw%3D%3D&vl=&vr=",,"Only Love Can Hurt Like This (Slowed Down Version)","Paloma Faith","Only Love Can Hurt Like This (Slowed Down Version)","false","https://sf16-ies-music-va.tiktokcdn.com/obj/tos-useast2a-ve-2774/9ddfb4c3721e46c68914ff0806c95890","31300000","ukraine","34.3B","176500","Emotional moment as Ukraine soldiers left wives for war 💔☹️ #fyp #globalnews  #ukraine #russia","17","1024","576","https://www.tiktok.com/@cheddygrace/video/7068502149226925339"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/79a11a78c1a5fb7b4e3d663f5861a35f~c5_720x720.jpeg?x-expires=1648836000&x-signature=YYukx5Lb1uiIRDfFVk5y9zd5pn4%3D","275","2500000","47","97000000","6760368158794155013","dylanpage.ning","Dylan Page","LONG FORM ON YOUTUBE👆
Grew up🇿🇦From🇬🇧Live🇦🇺
Owen@smallscreenmarketing.com","false","672","83200","1645778170","6200000","false","","229207","fyp","","","14927","russia","Для большего шанса попасть в #Отобранное и найти мьюзеров из Вашей страны, ставьте под своими видео #Russia, не забывайте!!","","451042","ukraine","","","139261","nato","","","868067","putin","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7068563399923322117","https://v16-webapp.tiktok.com/5778e26ad950b1a41b5600b63860eb2c/624643f6/video/tos/useast2a/tos-useast2a-ve-0068c001/91909baedb2249feb1663cb64f26f3d0/?a=1988&br=1590&bt=795&cd=0%7C0%7C1%7C0&ch=0&cr=0&cs=0&cv=1&dr=0&ds=3&er=&ft=XOQ9-3E7nz7Thja9zDXq&l=202203311813230102230750320F570E48&lr=tiktok_m&mime_type=video_mp4&net=0&pl=0&qs=0&rc=amRzazY6Zmc8OzMzNzczM0ApZDU6aDZmaTs2N2hnMzY8aGdzcTUycjRfM2BgLS1kMTZzczBjMi0yNmJiM2MvLTJgNGE6Yw%3D%3D&vl=&vr=",,"","Dylan Page","original sound","true","https://sf16-ies-music-va.tiktokcdn.com/obj/musically-maliva-obj/7068563394663877381.mp3","44000000","ukraine","34.3B","208900","Russia & Ukraine Part 1- Ongoing Series #fyp #russia #ukraine #nato #putin","82","1024","576","https://www.tiktok.com/@dylanpage.ning/video/7068563399923322117"
